"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2000","2000",41.1,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2001","2001",42.4,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2002","2002",42,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2003","2003",42.6,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2005","2005",44.6,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2006","2006",45.1,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2007","2007",45.5,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2008","2008",45.5,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2009","2009",46.3,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2010","2010",46,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2011","2011",45.8,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2012","2012",46,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2013","2013",45.8,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2014","2014",46.4,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2015","2015",45.2,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2016","2016",45.9,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2017","2017",46,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2008","2008",16.2,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2009","2009",17.1,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2010","2010",16.5,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2011","2011",17,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2012","2012",17.7,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2013","2013",17.8,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2014","2014",18.2,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2015","2015",18.8,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2016","2016",19.6,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2017","2017",19.8,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","KOR","Korea","2008","2008",26.5,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","KOR","Korea","2009","2009",27.6,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","KOR","Korea","2010","2010",28.6,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","KOR","Korea","2011","2011",29.4,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","KOR","Korea","2012","2012",30.4,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","KOR","Korea","2013","2013",30.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","KOR","Korea","2014","2014",31.8,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","KOR","Korea","2015","2015",33.2,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","KOR","Korea","2016","2016",34.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","KOR","Korea","2017","2017",35.6,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2008","2008",21.4,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2009","2009",22.3,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2010","2010",22.6,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2011","2011",23.3,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2012","2012",24.1,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2013","2013",24.4,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2014","2014",25,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2015","2015",26.1,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2016","2016",27.3,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2017","2017",27.7,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","LUX","Luxembourg","2014","2014",39.8,"D","Difference in methodology"
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","LUX","Luxembourg","2014","2014",56.4,"D","Difference in methodology"
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","LUX","Luxembourg","2014","2014",48,"D","Difference in methodology"
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2000","2000",40.4,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2001","2001",39.6,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2002","2002",39,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2003","2003",41.1,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2004","2004",41.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2005","2005",39.6,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2006","2006",41.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2007","2007",39.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2008","2008",41.4,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2009","2009",41.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2010","2010",42.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2011","2011",43,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2012","2012",42.3,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2013","2013",41.1,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2014","2014",44.5,"B","Break"
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2015","2015",43.7,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2016","2016",45,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2017","2017",44.2,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2000","2000",47.9,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2001","2001",50,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2002","2002",50.7,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2003","2003",51.1,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2004","2004",51.3,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2005","2005",50.4,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2006","2006",51.1,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2007","2007",51.1,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2008","2008",52.3,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2009","2009",52.5,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2010","2010",53.6,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2011","2011",53.5,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2012","2012",53.4,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2013","2013",50,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2014","2014",52,"B","Break"
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2015","2015",51.2,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2016","2016",50.2,,
"BODYVBSR","Overweight or obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2017","2017",50.3,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2000","2000",44.1,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2001","2001",44.8,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2002","2002",44.8,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2003","2003",46.1,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2004","2004",46.5,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2005","2005",44.9,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2006","2006",46.5,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2007","2007",45.5,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2008","2008",46.9,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2009","2009",47.2,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2010","2010",48.2,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2011","2011",48.2,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2012","2012",47.9,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2013","2013",45.6,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2014","2014",48.2,"B","Break"
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2015","2015",47.4,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2016","2016",47.6,,
"BODYVBSR","Overweight or obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2017","2017",47.3,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","NOR","Norway","2002","2002",35,,
"BODYVBSR","Overweight or obese population, self-reported","PERWOMTF","% of females","NOR","Norway","2005","2005",36,,
